dataset	sample_ID	genes_1	genes_2	breakpoint1	breakpoint2	status	support_split	support_span	filters	source	duplicates	nb_sources
Tembe_2014	SRR1659962	SOX13	AP000350.4;MIF;MIF-AS1	1:204123222	22:23895040	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	TOMM7	1:215359206	7:22818048	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	CNIH3	8:73983625	1:224459203	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CNIH3	CNIH3	1:224566264	1:224515741	FP	10	8	Inner;s0_Local;s0_LowEvidence	manta		1
Tembe_2014	SRR1659962	intergenic	RPLP2	1:229976116	11:812535	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	UBALD2	DISC1;TSNAX-DISC1	17:76271160	1:231627219	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC062031.1	IRF2BP2	2:145919800	1:234605171	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	HECTD4	intergenic	12:112161257	1:238083981	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	HNRNPU	10:105940405	1:244856158	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	ZNF195	CNST	11:3358766	1:246572960	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AL390728.4	AL390728.4;MIR3916	1:247200214	1:247202015	FP	3	3	Inner;s0_Local	manta		1
Tembe_2014	SRR1659962	ASB13	DMD	10:5639724	X:31863019	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	ASB13	13:79811727	10:5639726	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	CELF2	9:108442936	10:11331455	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CACNB4	VIM	2:152036540	10:17235846	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	WAC-AS1	NR3C1	10:28523586	5:143333796	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	SLC16A9	PDXDC1;PKD1P6	10:59666158	16:15138817	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	RPS24	3:95482696	10:78035511	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AL035658.1;EP300;EP300-AS1	SLC35G1	22:41179912	10:93900241	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	PRKAR1B	PIK3AP1	7:579256	10:96653659	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	ATP5MDP1;FTX	ATP5MD	X:74173926	10:103392423	FP	8	0	s0_LowEvidence	manta		1
Tembe_2014	SRR1659962	IQGAP1	AC010998.1	15:90501155	10:120964885	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	TACC2	PTTG1IP	10:122110001	21:44851160	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	IFITM2	AC011124.1;IFITM8P	11:308320	8:63409173	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	TRPM2	RPLP2	21:44379079	11:812535	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC007344.1;AC087564.1	TSPAN4	16:51415013	11:866562	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	MUSK	ZNF195	9:110711524	11:3358766	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	ZNF195	PRELID2	11:3358766	5:145673747	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC097103.2;RBP1	SWAP70	3:139530539	11:9751693	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	SWAP70	BBOX1-AS1	11:9751721	11:27194661	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	SWAP70	intergenic	11:9751721	2:6216122	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	INSC	RPL12	11:15194242	9:127449708	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	CD63	11:22995497	12:55725896	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	PCMTD1	11:38870077	8:51817926	FP	3	0	s0_LowEvidence	manta		1
Tembe_2014	SRR1659962	AC117440.1	MTCH2	3:137535785	11:47625741	FP	0	0	Imprecise;inNormal;lowSupport	manta		1
Tembe_2014	SRR1659962	AC063949.1	MTCH2	12:92531103	11:47625741	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	PDXDC1	AP006587.1;AP006587.5	16:15036476	11:49854594	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AP001803.1	GNAS	11:56736361	20:58903531	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	B3GAT3	TRIM59	11:62615366	3:160453701	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	SLC25A1	intergenic	22:19176064	11:85935722	FP	0	0	Imprecise;lowSupport	manta	22:19175889->11:85935913,22:19175882->7:63932242	1
Tembe_2014	SRR1659962	FHL2	FAT3	2:105361305	11:92784705	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	POLR2E	AP001889.1;RDX	19:1090087	11:110050016	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	ANKMY1	intergenic	2:240522145	11:124459547	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RALB	intergenic	2:120294676	11:134627140	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	NIPSNAP2	12:720204	7:55999534	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC068875.1	RAD52	15:37459662	12:913064	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	TULP3	RPS11	12:2931165	19:49497194	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	GAPDHP1	GAPDH	X:39788096	12:6536494	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AL391416.1;ME1	GAPDH	6:83392943	12:6537584	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	DDX55P1	DDX55	12:11513506	12:123618611	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	CCDC66;FAM208A	12:13165450	3:56621000	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RECQL	CEMIP2	12:21471296	9:71683571	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	LDHBP2	AC010197.2;LDHB	X:76335001	12:21635709	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	SOX5	intergenic	12:23530822	15:35180396	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RPL13A	AC024940.2	19:49491755	12:31252131	FP	15	0	s0_LowEvidence	manta		1
Tembe_2014	SRR1659962	AC084824.1;DNM1L	NAP1L1	12:32726580	12:76050617	FP	0	7	Imprecise	manta		1
Tembe_2014	SRR1659962	KIAA2012	DAZAP2	2:202199820	12:51243399	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC115837.1;MIR2052HG	AC023509.1;PCBP2	8:74603740	12:53462481	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CD63	SLIT2	12:55725851	4:20497660	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	LINC02055	CD63	8:136771391	12:55726964	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	OACYLP	CD63	18:59047272	12:55728352	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	ATP5F1B	6:27646732	12:56644955	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RPL14P1	AC012519.1;CADPS	12:62965692	3:62779510	FP	1	0	lowSupport;s0_LowEvidence	manta		1
Tembe_2014	SRR1659962	RPL14P1	intergenic	12:62965801	2:176233687	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	DLD;LAMB1	LINC02231;LINC02389	7:107923933	12:64965449	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	CAND1	6:152891035	12:67311532	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	E2F7	TRIM28	12:77023750	19:58548306	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	LIN7A	SFXN5	12:80798012	2:72942365	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	LPIN1	intergenic	2:11784290	12:91707928	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	LINC01619	NUP88;RABEP1	12:92021018	17:5385450	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	RBM46	12:106348974	4:154812716	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RPL30P12	RPL30	12:106910757	8:98045088	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	HIP1R	CSGALNACT1	12:122862447	8:19516907	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	MFSD12	12:124736652	19:3538650	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RPL23	PAN3	17:38850081	13:28238925	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	SETD6	13:47523048	16:58519826	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AGTR1	RCBTB1	3:148728911	13:49533074	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	C13orf42	ABHD12;PYGB	13:51128538	20:25297829	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	TRIOBP	intergenic	22:37774005	13:58608734	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	ATXN8OS	RPL14	13:70139429	3:40462061	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	KCTD12	X:128707537	13:76881665	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CALM2P4	AC073283.3;CALM2	13:98641239	2:47170734	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	NDRG4	BIVM-ERCC5;ERCC5	16:58490009	13:102873259	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	MCF2L	FXYD5	13:112952612	19:35157421	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	BCL2L2-PABPN1;PABPN1	2:147376494	14:23323965	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	SDCBP	14:32911201	8:58582179	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	PYGL	intergenic	14:50905376	4:189259259	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	PYGL	3:104364604	14:50905380	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	MT-CO3	AL390816.2;LINC00643	MT:9990	14:62116924	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	RPL28	14:63586802	19:55386570	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CLEC2L;ERHP1	ERH	7:139534353	14:69387061	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC008050.1	AC010260.1;SERINC5	14:76657494	5:80139614	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	FRG1HP;PGM5P2	AL356807.1	9:41009006	14:84051764	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	SLC24A4	RPL37	14:92399253	5:40834606	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AL928654.2;MTA1	intergenic	14:105469766	9:99395781	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	GOLGA8A	DMD	15:34387594	X:31154457	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	FKRP;SLC1A5	INO80	19:46775062	15:41015094	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	PLA2G6	PPIB;SNX22	22:38128467	15:64156909	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	ATP8A1	PPIB	4:42489766	15:64160197	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RBPMS2	ATP6V1C2;PDIA6	15:64754180	2:10784326	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	PKM	intergenic	15:72199105	8:75377538	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	PKMP2	PKM	X:66499148	15:72200655	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	ARSA	AC022748.2;CHRNB4	22:50623930	15:78701642	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CNOT1;SETD6	FANCI	16:58520250	15:89267529	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	WDR90	DTNB	16:664176	2:25463775	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	BFAR	2:46638064	16:14650182	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	SLC25A1	16:35174381	22:19175890	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	SERPINE2	intergenic	2:223975682	16:35311973	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC010528.1;RPL18P13	RPL18	16:76235623	19:48617877	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	PIEZO1	intergenic	16:88716361	2:71853799	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	SRR;TSR1	9:31953418	17:2322503	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC005695.2;STX8	SRR;TSR1	17:9301648	17:2322671	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	C1QBP;DHX33	6:93706815	17:5441162	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	PRAL;XAF1	AL807742.1	17:6775054	X:20777330	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	GPS2P1	AC026954.2;GPS2	9:2876052	17:7314103	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	M1AP	TVP23B	2:74628169	17:18805718	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC136632.1	RPL19	5:178056091	17:39204525	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	EIF1	5:144023109	17:41690782	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC015802.6;SNHG16	RETREG3	17:76563776	17:42594852	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	ERN1	AARS2;AL353588.1;TMEM151B	17:64048605	6:44299916	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	FAM86LP	UBALD2	7:6934877	17:76271181	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	B3GNTL1	RYBP	17:82962796	3:72446621	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	TUBB8P12	TUBB7P	18:47582	4:189982665	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	MYOM1	NCL	18:3120986	2:231458389	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AP005212.4	intergenic	18:14252621	3:44108846	FP	0	0	Imprecise;lowSupport	manta	18:14252621->4:49560553	1
Tembe_2014	SRR1659962	AC016205.1	HSBP1L1	18:39336886	18:79968089	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CYTH2	ZBTB7C	19:48481921	18:48109096	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	SERPINB8	BST2	18:64014599	19:17405593	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	BSG	KAT6A	19:582330	8:41957104	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AP3D1	SLC6A8	19:2101455	X:153696139	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CHD7	AP3D1	8:60782265	19:2101459	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	ITGA2	19:2898187	5:53094193	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	MFSD12	SLC35F1	19:3538650	6:118187587	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	MFSD12	CPLX1	19:3538650	4:824385	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	AHSA2P;USP34	19:4243224	2:61189507	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	PTPRS	RPS23	19:5337129	5:82277852	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	RPS19	19:15555824	19:41860775	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	BST2	5:51971451	19:17405592	FP	0	0	Imprecise;lowSupport	manta	Y:15823562->19:17405592	1
Tembe_2014	SRR1659962	UQCRFS1	ANOS1	19:29209167	X:8635826	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	GRM8	CYTH2	7:126508467	19:48481921	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	HDAC2	RPS11	6:113938944	19:49497520	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	RPS11	6:131492580	19:49497917	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	VRK3	intergenic	19:49976760	X:28495393	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RPS9	intergenic	19:54205354	2:14734575	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	TRIB2	intergenic	2:12742538	7:119988219	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	LDAH	RPS14	2:20799974	5:150445685	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CEBPZ;CEBPZOS	CNTLN	2:37204497	9:17282183	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC007238.1;LINC01122	IK	2:58460677	5:140660115	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC091887.1;LARS	AC016747.2;AC016747.4;C2orf74	5:146113337	2:61160433	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RPL14	AC108039.1	3:40462062	2:61710249	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	SLC1A4	20:17911241	2:65022576	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	STAT1	RAB1A	2:190992470	2:65088326	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	ZFPM2;ZFPM2-AS1	SPRED2	8:105796274	2:65367995	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	NIFK-AS1;RPL12P15	RPL12	2:121658648	9:127448389	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	IK	2:147561431	5:140660115	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RPL14	intergenic	3:40462061	2:176233686	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RYBP	intergenic	3:72376914	2:185017749	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	NRP2	intergenic	2:205795391	4:117402744	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC009226.1	KIAA2026;MLANA	2:207246145	9:5909263	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	LIMK1	RPL37A	7:74106330	2:216499270	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RPL37AP1	RPL37A	20:44466842	2:216499270	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RPL37A	AC009220.1	2:216499398	7:139227707	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	SPRY4	intergenic	5:142311763	2:225079859	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	SEC14L6;SIRPAP1	SIRPA	22:30543035	20:1921425	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	FRG1BP	PAK5	20:30388578	20:9577926	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	FRG1GP	PAK5	22:12615534	20:9577926	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	MT-ND1	SPTLC3	MT:3552	20:13167324	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC091887.1;LARS	PCSK2	5:146113108	20:17384587	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	XRN2	LINC01492	20:21389696	9:103153723	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	FRG1GP	FRG1CP	22:12615534	20:28588757	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CR381653.2	ANKRD20A21P	21:9376283	20:30665306	FP	24	0	s0_LowEvidence	manta		1
Tembe_2014	SRR1659962	OTULIN	DYNLRB1	5:14664798	20:34526268	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CHD6;RPL12P11	RPL12	20:41547719	9:127448423	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	OSER1	intergenic	20:44202961	6:52224595	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	UBXN7	STK4	3:196350595	20:45071244	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	SNX21	AGPAT4	20:45840343	6:161183131	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	GNPDA1	intergenic	5:142001634	20:50429795	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AL049697.1;SLC35A1	AL109930.1;AL354993.1;TSHZ2	6:87507828	20:53405105	FP	6	0	s0_LowEvidence	manta		1
Tembe_2014	SRR1659962	RPS4XP3	PIN4;RPS4X	20:56602069	X:72273972	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RNA5-8SN2	FP671120.1;RNA5-8SN2	21:8256933	21:8212572	FP	0	3	Imprecise	manta		1
Tembe_2014	SRR1659962	intergenic	FP671120.1	21:8258537	21:8214180	FP	0	9	Imprecise	manta		1
Tembe_2014	SRR1659962	FP236383.1	FP671120.1	21:8401977	21:8218802	FP	9	10	s0_LowEvidence	manta		1
Tembe_2014	SRR1659962	TATDN1	intergenic	8:124498054	21:8442357	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	CR381653.2	8:43503723	21:9376493	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CU104787.1	BAGE2	22:11068154	21:10454134	FP	12	0	s0_LowEvidence	manta		1
Tembe_2014	SRR1659962	C21orf91;C21orf91-OT1	MKLN1	21:17789265	7:131258604	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	MARCKS	intergenic	6:113860989	21:26235643	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	ZNF595	intergenic	4:68824	22:12178326	FP	81	11	PASS	manta	4:68824->22:11813761	1
Tembe_2014	SRR1659962	APOL2	APOL1	22:36226782	22:36266950	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	SUCLG2-AS1	NOL12;Z83844.1	3:67918999	22:37691618	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	TRIOBP	CA3;CA3-AS1	22:37774005	8:85445537	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	TRIOBP	ACSL1	22:37774006	4:184806052	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	DDX17	RC3H2	22:38484245	9:122857529	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	TRIM56	intergenic	7:101097664	22:50495727	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	COL6A4P1	ASAH1	3:15172491	8:18067103	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	COL6A4P1	BX322234.1;THBS2	3:15178963	6:169216170	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC098650.1;RBMS3	SFT2D1	3:29645797	6:166320256	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	RPL14	AC012519.1;CADPS	3:40462061	3:62779351	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	GBE1	STIMATE;TMEM110-MUSTN1	3:81546192	3:52837978	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CHDH	REEP4	3:53820822	8:22138301	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	ARMC2	3:56518456	6:108881329	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	CCDC66	ATR	3:56616028	3:142515661	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	AL354989.1;DCAF12	3:86473389	9:34088024	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	ST3GAL6	CTSO	3:98794435	4:155945568	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	MT-ND5	HHLA2	MT:14023	3:108300082	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	AC092691.1	LSAMP	3:117997182	3:116444955	FP	11	0	inNormal;s0_LowEvidence	manta		1
Tembe_2014	SRR1659962	HSPBAP1	CHSY3	3:122740443	5:130083630	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	MRAS	8:21582109	3:138405026	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	EIF2A;SERP1	intergenic	3:150562660	9:103903672	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	intergenic	NOM1	3:166276720	7:156970909	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	FNDC3B	intergenic	3:172399845	5:91717944	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	YWHAG	SOX2-OT	7:76328828	3:181280131	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659962	SOX2-OT	YWHAG	3:181280152	7:76328828	FP	0	0	Imprecise;lowSupport	manta		1
