sample_ID	r_length	split_r	spanning_r	genes_ID1	genes_1	genes_ID2	genes_2	chr1	breakpoint1	chr2	breakpoint2
SRR7646919_sim_100_20_merged	125	100	20	ENSG00000100523	DDHD1	ENSG00000188676	IDO2	14	53093316	8	39987970
SRR7646919_sim_100_20_merged	125	100	20	ENSG00000255439	AC135050.2	ENSG00000148408	CACNA1B	16	31087806	9	138040672
SRR7646919_sim_100_20_merged	125	100	20	ENSG00000125414	MYH2	ENSG00000101974	ATP11C	17	10539444	X	139819427
SRR7646919_sim_200_40_merged	125	200	40	ENSG00000092140	G2E3	ENSG00000110274	CEP164	14	30616278	11	117361993
SRR7646919_sim_200_40_merged	125	200	40	ENSG00000184640	SEPTIN9	ENSG00000103653	CSK	17	77488727	15	74798938
SRR7646919_sim_200_40_merged	125	200	40	ENSG00000083123	BCKDHB	ENSG00000212374	RNU6-401P	6	80127547	15	83717522
SRR7646919_sim_200_40_merged	125	200	40	ENSG00000166398	KIAA0355	ENSG00000121281	ADCY7	19	34352647	16	50304959
SRR7646919_sim_200_40_merged	125	200	40	ENSG00000224822	THRB-IT1	ENSG00000173821	RNF213	3	24455136	17	80354576
SRR7646919_sim_200_40_merged	125	200	40	ENSG00000198586	TLK1	ENSG00000241088	RPL17P44	2	171046174	18	62416227
SRR7646919_sim_200_40_merged	125	200	40	ENSG00000128591	FLNC	ENSG00000142396	ERVK3-1	7	128838267	19	58312061
SRR7646919_sim_200_40_merged	125	200	40	ENSG00000250295	RDH10-AS1	ENSG00000255835	AL117348.2	8	73315416	1	225887090
SRR7646919_sim_200_40_merged	125	200	40	ENSG00000258588	TRIM6-TRIM34	ENSG00000215440	NPEPL1	11	5608372	20	58714093
SRR7646919_sim_200_40_merged	125	200	40	ENSG00000106031	HOXA13	ENSG00000138642	HERC6	7	27195018	4	88443111
SRR7646967_sim_1_0_merged	125	1	0	ENSG00000100372	SLC25A17	ENSG00000151657	KIN	22	40819195	10	7762556
SRR7646967_sim_1_0_merged	125	1	0	ENSG00000187764	SEMA4D	ENSG00000196091	MYBPC1	9	89418056	12	101667899
SRR7646967_sim_1_0_merged	125	1	0	ENSG00000183091	NEB	ENSG00000185024	BRF1	2	151518318	14	105226290
SRR7646967_sim_1_0_merged	125	1	0	ENSG00000170954	ZNF415	ENSG00000178974	FBXO34	19	53122662	14	55350840
SRR7646967_sim_1_0_merged	125	1	0	ENSG00000229972	IQCF3	ENSG00000198838	RYR3	3	51829274	15	33586116
SRR7646967_sim_1_0_merged	125	1	0	ENSG00000205884	DEFB136	ENSG00000187531	SIRT7	8	11974545	17	81915926
SRR7646967_sim_1_0_merged	125	1	0	ENSG00000143748	NVL	ENSG00000170310	STX8	1	224268034	17	9569942
SRR7646967_sim_1_0_merged	125	1	0	ENSG00000113119	TMCO6	ENSG00000127511	SIN3B	5	140642315	19	16866556
SRR7646967_sim_1_0_merged	125	1	0	ENSG00000132356	PRKAA1	ENSG00000077463	SIRT6	5	40777016	19	4175151
SRR7646967_sim_1_0_merged	125	1	0	ENSG00000105821	DNAJC2	ENSG00000176395		7	103323598	19	44512953
SRR7646967_sim_3_1_merged	125	3	1	ENSG00000152042		ENSG00000134954	ETS1	1	148117572	11	128522264
SRR7646967_sim_3_1_merged	125	3	1	ENSG00000115252	PDE1A	ENSG00000264023	AC068418.1	2	182167936	17	21457700
SRR7646967_sim_3_1_merged	125	3	1	ENSG00000138411	HECW2	ENSG00000132142		2	196292565	17	33865316
SRR7646967_sim_3_1_merged	125	3	1	ENSG00000256069	A2MP1	ENSG00000162631	NTNG1	12	9256644	1	107324922
SRR7646967_sim_3_1_merged	125	3	1	ENSG00000100281	HMGXB4	ENSG00000229692	SOS1-IT1	22	35287347	2	38993836
SRR7646967_sim_3_1_merged	125	3	1	ENSG00000171314	PGAM1	ENSG00000168297	PXK	10	97427101	3	58399377
SRR7646967_sim_3_1_merged	125	3	1	ENSG00000170946	DNAJC24	ENSG00000172869	DMXL1	11	31408110	5	119119004
SRR7646967_sim_3_1_merged	125	3	1	ENSG00000141255	SPATA22	ENSG00000011275	RNF216	17	3469283	7	5730817
SRR7646967_sim_3_1_merged	125	3	1	ENSG00000112837	TBX18	ENSG00000164946	FREM1	6	84747920	9	14748639
SRR7646967_sim_3_1_merged	125	3	1	ENSG00000125772	GPCPD1	ENSG00000205916	DAZ4	20	5559940	Y	24907036
SRR7646967_sim_5_1_merged	125	5	1	ENSG00000053501	USE1	ENSG00000235718	MFRP	19	17216169	11	119346159
SRR7646967_sim_5_1_merged	125	5	1	ENSG00000156931	VPS8	ENSG00000110844	PRPF40B	3	184824545	12	49637584
SRR7646967_sim_5_1_merged	125	5	1	ENSG00000156931	VPS8	ENSG00000181666	ZNF875	3	184983012	19	37363864
SRR7646967_sim_5_1_merged	125	5	1	ENSG00000080298	RFX3	ENSG00000187889	FYB2	9	3247037	1	56751203
SRR7646967_sim_5_1_merged	125	5	1	ENSG00000127603	MACF1	ENSG00000160193	WDR4	1	39459086	21	42876767
SRR7646967_sim_5_1_merged	125	5	1	ENSG00000179776	CDH5	ENSG00000145012	LPP	16	66389358	3	188406260
SRR7646967_sim_5_1_merged	125	5	1	ENSG00000185619	PCGF3	ENSG00000145794	MEGF10	4	766674	5	127434821
SRR7646967_sim_5_1_merged	125	5	1	ENSG00000100722	ZC3H14	ENSG00000112759	SLC29A1	14	88571084	6	44227342
SRR7646967_sim_5_1_merged	125	5	1	ENSG00000204469	PRRC2A	ENSG00000129675	ARHGEF6	6	31635394	X	136679660
SRR7646967_sim_5_1_merged	125	5	1	ENSG00000241163	LINC00877	ENSG00000182220	ATP6AP2	3	72060510	X	40589116
SRR7646967_sim_7_1_merged	125	7	1	ENSG00000235173	HGH1	ENSG00000148848	ADAM12	8	144139388	10	126049451
SRR7646967_sim_7_1_merged	125	7	1	ENSG00000185989	RASA3	ENSG00000007237	AC005747.1	13	114011171	17	9959255
SRR7646967_sim_7_1_merged	125	7	1	ENSG00000137409	MTCH1	ENSG00000130175	PRKCSH	6	36972703	19	11442515
SRR7646967_sim_7_1_merged	125	7	1	ENSG00000214043	LINC02347	ENSG00000121905	HPCA	12	126442966	1	32886515
SRR7646967_sim_7_1_merged	125	7	1	ENSG00000198925	ATG9A	ENSG00000079308	TNS1	2	219227922	2	217891045
SRR7646967_sim_7_1_merged	125	7	1	ENSG00000140948	ZCCHC14	ENSG00000214866	DCDC2C	16	87414414	2	3785100
SRR7646967_sim_7_1_merged	125	7	1	ENSG00000113810	SMC4	ENSG00000115459	ELMOD3	3	160413473	2	85387225
SRR7646967_sim_7_1_merged	125	7	1	ENSG00000064692	SNCAIP	ENSG00000231362	AC069271.1	5	122425352	3	13053122
SRR7646967_sim_7_1_merged	125	7	1	ENSG00000147475	ERLIN2	ENSG00000157168	NRG1	8	37753915	8	32765030
SRR7646967_sim_7_1_merged	125	7	1	ENSG00000111653	ING4	ENSG00000155100	OTUD6B	12	6663065	8	91076731
SRR7646967_sim_10_2_merged	125	10	2	ENSG00000224792	AC097636.1	ENSG00000102780	DGKH	3	51818209	13	42221394
SRR7646967_sim_10_2_merged	125	10	2	ENSG00000161203	AP2M1	ENSG00000140153	WDR20	3	184180849	14	102210526
SRR7646967_sim_10_2_merged	125	10	2	ENSG00000109756	RAPGEF2	ENSG00000171877	FRMD5	4	159350228	15	43885755
SRR7646967_sim_10_2_merged	125	10	2	ENSG00000099875	MKNK2	ENSG00000171766	GATM	19	2041840	15	45366210
SRR7646967_sim_10_2_merged	125	10	2	ENSG00000205436	EXOC3L4	ENSG00000182149	IST1	14	103107424	16	71915728
SRR7646967_sim_10_2_merged	125	10	2	ENSG00000132912	DCTN4	ENSG00000134769	DTNA	5	150718276	18	34848383
SRR7646967_sim_10_2_merged	125	10	2	ENSG00000163539	CLASP2	ENSG00000153234	NR4A2	3	33684359	2	156330188
SRR7646967_sim_10_2_merged	125	10	2	ENSG00000103544	VPS35L	ENSG00000143970	ASXL2	16	19555718	2	25756114
SRR7646967_sim_10_2_merged	125	10	2	ENSG00000092529	CAPN3	ENSG00000134121	CHL1	15	42410884	3	390816
SRR7646967_sim_10_2_merged	125	10	2	ENSG00000117859	OSBPL9	ENSG00000145555	MYO10	1	51746710	5	16742228
SRR7646967_sim_12_2_merged	125	12	2	ENSG00000066427	ATXN3	ENSG00000260704	LINC00543	14	92096093	13	27955370
SRR7646967_sim_12_2_merged	125	12	2	ENSG00000205336	ADGRG1	ENSG00000103005	USB1	16	57661697	16	58019055
SRR7646967_sim_12_2_merged	125	12	2	ENSG00000173482	PTPRM	ENSG00000260695	AC022164.1	18	8088749	16	65863784
SRR7646967_sim_12_2_merged	125	12	2	ENSG00000112144	ICK	ENSG00000262920	AC129507.4	6	53012037	17	321631
SRR7646967_sim_12_2_merged	125	12	2	ENSG00000105290	APLP1	ENSG00000167798	C3P1	19	35872483	19	10061981
SRR7646967_sim_12_2_merged	125	12	2	ENSG00000170615	SLC26A5	ENSG00000161681	SHANK1	7	103410385	19	50688058
SRR7646967_sim_12_2_merged	125	12	2	ENSG00000100099	HPS4	ENSG00000270136	MICOS10-NBL1	22	26468551	1	19597109
SRR7646967_sim_12_2_merged	125	12	2	ENSG00000162645	GBP2	ENSG00000163517	HDAC11	1	89121777	3	13501933
SRR7646967_sim_12_2_merged	125	12	2	ENSG00000106049	HIBADH	ENSG00000146143	PRIM2	7	27647673	6	57318599
SRR7646967_sim_12_2_merged	125	12	2	ENSG00000165269	AQP7	ENSG00000102317	RBM3	9	33386077	X	48575283
SRR7646967_sim_13_3_merged	125	13	3	ENSG00000168878	SFTPB	ENSG00000110693	SOX6	2	85663346	11	16186955
SRR7646967_sim_13_3_merged	125	13	3	ENSG00000141499	WRAP53	ENSG00000167986	DDB1	17	7687440	11	61316567
SRR7646967_sim_13_3_merged	125	13	3	ENSG00000175302	ANKRD30BP1	ENSG00000136153	LMO7	21	13387728	13	75845368
SRR7646967_sim_13_3_merged	125	13	3	ENSG00000153253	SCN3A	ENSG00000184716	SERINC4	2	165164393	15	43799133
SRR7646967_sim_13_3_merged	125	13	3	ENSG00000040487	SLC66A1	ENSG00000171853	TRAPPC12	1	19327227	2	3460336
SRR7646967_sim_13_3_merged	125	13	3	ENSG00000242612	DECR2	ENSG00000185008	ROBO2	16	411890	3	77562732
SRR7646967_sim_13_3_merged	125	13	3	ENSG00000150275	PCDH15	ENSG00000262209	PCDHGB3	10	53866642	5	141512979
SRR7646967_sim_13_3_merged	125	13	3	ENSG00000151838	CCDC175	ENSG00000188580	NKAIN2	14	59543344	6	124283142
SRR7646967_sim_13_3_merged	125	13	3	ENSG00000138182	KIF20B	ENSG00000179869	ABCA13	10	89726413	7	48471599
SRR7646967_sim_13_3_merged	125	13	3	ENSG00000138698	RAP1GDS1	ENSG00000086758	HUWE1	4	98433936	X	53625258
SRR7646967_sim_15_3_merged	125	15	3	ENSG00000087274	ADD1	ENSG00000165626	BEND7	4	2867972	10	13445560
SRR7646967_sim_15_3_merged	125	15	3	ENSG00000001631	KRIT1	ENSG00000258573	AL163195.2	7	92222822	14	20596819
SRR7646967_sim_15_3_merged	125	15	3	ENSG00000166908	PIP4K2C	ENSG00000142541	RPL13A	12	57600811	19	49490297
SRR7646967_sim_15_3_merged	125	15	3	ENSG00000172575	RASGRP1	ENSG00000151693	ASAP2	15	38559821	2	9335179
SRR7646967_sim_15_3_merged	125	15	3	ENSG00000167311	ART5	ENSG00000109685	NSD2	11	3639003	4	1901251
SRR7646967_sim_15_3_merged	125	15	3	ENSG00000197969	VPS13A	ENSG00000146054	TRIM7	9	77226466	5	181198805
SRR7646967_sim_15_3_merged	125	15	3	ENSG00000140598	EFL1	ENSG00000231500	RPS18	15	82151465	6	33276510
SRR7646967_sim_15_3_merged	125	15	3	ENSG00000007168	PAFAH1B1	ENSG00000091138	SLC26A3	17	2681729	7	107794597
SRR7646967_sim_15_3_merged	125	15	3	ENSG00000196535	MYO18A	ENSG00000231721	LINC-PINT	17	29119335	7	131107030
SRR7646967_sim_15_3_merged	125	15	3	ENSG00000178104	PDE4DIP	ENSG00000165115	KIF27	1	148937864	9	83837485
SRR7646967_sim_20_4_merged	125	20	4	ENSG00000132849	PATJ	ENSG00000107938	EDRF1	1	61884237	10	125748012
SRR7646967_sim_20_4_merged	125	20	4	ENSG00000205336	ADGRG1	ENSG00000149182	ARFGAP2	16	57657373	11	47175098
SRR7646967_sim_20_4_merged	125	20	4	ENSG00000204279	PAGE3	ENSG00000100479	POLE2	X	55260534	14	49643670
SRR7646967_sim_20_4_merged	125	20	4	ENSG00000231500	RPS18	ENSG00000175826	CTDNEP1	6	33272628	17	7247182
SRR7646967_sim_20_4_merged	125	20	4	ENSG00000137575	SDCBP	ENSG00000154027	AK5	8	58552924	1	77417715
SRR7646967_sim_20_4_merged	125	20	4	ENSG00000187535	IFT140	ENSG00000101203	COL20A1	16	1571407	20	63312055
SRR7646967_sim_20_4_merged	125	20	4	ENSG00000119718	EIF2B2	ENSG00000196419	XRCC6	14	75007722	22	41661444
SRR7646967_sim_20_4_merged	125	20	4	ENSG00000167210	LOXHD1	ENSG00000062194	GPBP1	18	46534335	5	57246484
SRR7646967_sim_20_4_merged	125	20	4	ENSG00000130751	NPAS1	ENSG00000138835	RGS3	19	47035964	9	113506493
SRR7646967_sim_20_4_merged	125	20	4	ENSG00000143393	PI4KB	ENSG00000172889	EGFL7	1	151306136	9	136665817
SRR7646967_sim_100_20_merged	125	100	20	ENSG00000117569	PTBP2	ENSG00000174483	BBS1	1	96723564	11	66529952
SRR7646967_sim_100_20_merged	125	100	20	ENSG00000172493	AFF1	ENSG00000110200	ANAPC15	4	87105628	11	72110603
SRR7646967_sim_100_20_merged	125	100	20	ENSG00000206053	JPT2	ENSG00000205592	MUC19	16	1691843	12	40419233
SRR7646967_sim_100_20_merged	125	100	20	ENSG00000177868	SVBP	ENSG00000100888	CHD8	1	42816431	14	21408555
SRR7646967_sim_100_20_merged	125	100	20	ENSG00000225783	MIAT	ENSG00000072062	PRKACA	22	26668158	19	14097890
SRR7646967_sim_100_20_merged	125	100	20	ENSG00000214367	HAUS3	ENSG00000142252	GEMIN7	4	2236228	19	45090713
SRR7646967_sim_100_20_merged	125	100	20	ENSG00000204161	TMEM273	ENSG00000160856	FCRL3	10	49188294	1	157678856
SRR7646967_sim_100_20_merged	125	100	20	ENSG00000204084	INPP5B	ENSG00000246228	CASC8	1	37943796	8	127421374
SRR7646967_sim_100_20_merged	125	100	20	ENSG00000198019	FCGR1B	ENSG00000204003	AL355987.1	1	121095021	9	136745280
SRR7646967_sim_100_20_merged	125	100	20	ENSG00000154845	PPP4R1	ENSG00000185554		18	9588089	X	102318829
SRR7646967_sim_200_40_merged	125	200	40	ENSG00000154814	OXNAD1	ENSG00000168056	LTBP3	3	16265207	11	65547821
SRR7646967_sim_200_40_merged	125	200	40	ENSG00000225177	AL590617.2	ENSG00000090975	PITPNM2	6	138696903	12	123004489
SRR7646967_sim_200_40_merged	125	200	40	ENSG00000224897	POT1-AS1	ENSG00000185347	TEDC1	7	124929898	14	105497977
SRR7646967_sim_200_40_merged	125	200	40	ENSG00000163468	CCT3	ENSG00000187790	FANCM	1	156334868	14	45137241
SRR7646967_sim_200_40_merged	125	200	40	ENSG00000185482	STAC3	ENSG00000137822	TUBGCP4	12	57250993	15	43401850
SRR7646967_sim_200_40_merged	125	200	40	ENSG00000251352	AC122714.2	ENSG00000108788	MLX	5	180671892	17	42568943
SRR7646967_sim_200_40_merged	125	200	40	ENSG00000104671	DCTN6	ENSG00000105538	RASIP1	8	30156370	19	48720997
SRR7646967_sim_200_40_merged	125	200	40	ENSG00000152556	PFKM	ENSG00000138674	SEC31A	12	48134232	4	82878928
SRR7646967_sim_200_40_merged	125	200	40	ENSG00000143669	LYST	ENSG00000204371	EHMT2	1	235800320	6	31885016
SRR7646967_sim_200_40_merged	125	200	40	ENSG00000103197	TSC2	ENSG00000002822	MAD1L1	16	2061871	7	2069338
